"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2018","4,197.31","4,242.88","4,325.32","4,181.50","","-1.07%"
"02/28/2018","4,242.88","4,478.55","4,478.55","4,177.17","","-5.26%"
"02/27/2018","4,478.55","4,912.01","4,974.01","4,421.39","","-8.82%"
"02/26/2018","4,912.01","5,175.95","5,202.77","4,903.13","","-5.10%"
"02/23/2018","5,175.95","4,679.73","5,202.77","4,650.32","","10.55%"
"02/22/2018","4,681.80","5,260.54","5,260.54","4,496.90","","-11.00%"
"02/21/2018","5,260.54","5,178.44","5,264.07","5,178.44","","1.59%"
"02/20/2018","5,178.44","4,614.97","5,188.92","4,614.97","","12.21%"
"02/19/2018","4,614.97","4,505.48","4,614.97","4,489.46","","2.43%"
"02/16/2018","4,505.48","4,444.61","4,534.32","4,416.11","","1.37%"
"02/15/2018","4,444.61","3,933.34","4,473.69","3,933.34","","13.00%"
"02/14/2018","3,933.34","3,902.38","3,941.35","3,861.07","","0.79%"
"02/09/2018","3,902.38","3,392.51","3,902.38","3,392.51","","15.03%"
"02/08/2018","3,392.51","3,214.92","3,396.25","3,200.39","","6.01%"
"02/07/2018","3,200.14","3,082.30","3,200.14","3,082.30","","3.82%"
"02/06/2018","3,082.30","3,023.98","3,082.30","3,023.98","","1.93%"
"02/05/2018","3,023.98","2,827.56","3,023.98","2,827.56","","6.95%"
"02/02/2018","2,827.56","3,187.34","3,201.27","2,827.56","","-11.29%"
"02/01/2018","3,187.34","3,667.80","3,687.97","3,187.34","","-13.10%"
"01/31/2018","3,667.80","3,836.83","3,837.29","3,343.74","","-4.41%"
"01/30/2018","3,836.83","3,760.58","3,883.41","3,756.53","","2.03%"
"01/29/2018","3,760.58","3,662.12","3,926.53","3,662.12","","2.69%"
"01/26/2018","3,662.12","2,883.43","3,662.51","2,883.43","","27.01%"
"01/25/2018","2,883.43","2,489.75","2,883.43","2,489.75","","15.81%"
"01/24/2018","2,489.75","2,520.32","2,535.23","2,462.37","","-1.21%"
"01/23/2018","2,520.32","2,415.82","2,521.00","2,414.47","","4.33%"
"01/22/2018","2,415.82","2,338.65","2,415.82","2,338.65","","3.30%"
"01/19/2018","2,338.65","2,305.57","2,338.65","2,305.57","","1.43%"
"01/18/2018","2,305.57","2,326.95","2,357.30","2,300.50","","-0.92%"
"01/17/2018","2,326.95","2,324.29","2,351.55","2,281.53","","0.11%"
"01/16/2018","2,324.29","1,986.42","2,326.99","1,986.42","","17.01%"
"01/15/2018","1,986.42","1,649.36","1,987.21","1,649.36","","20.44%"
"01/12/2018","1,649.36","1,391.08","1,649.36","1,388.08","","18.57%"
"01/11/2018","1,391.08","1,327.47","1,435.10","1,327.47","","4.79%"
"01/10/2018","1,327.47","1,301.67","1,327.47","1,290.06","","1.98%"
"01/09/2018","1,301.67","1,270.56","1,301.67","1,268.71","","2.45%"
"01/08/2018","1,270.56","1,263.67","1,270.56","1,261.12","","0.55%"
"01/05/2018","1,263.67","1,263.67","1,263.67","1,263.67","","0.00%"
"01/04/2018","1,263.67","1,261.93","1,264.78","1,261.93","","0.14%"
"01/03/2018","1,261.93","1,265.26","1,265.26","1,254.91","","-0.26%"
"01/02/2018","1,265.26","1,263.14","1,265.26","1,263.14","","0.17%"
"12/29/2017","1,263.14","1,262.80","1,285.93","1,262.13","","0.03%"
"12/28/2017","1,262.80","1,262.80","1,262.80","1,262.80","","0.00%"
"12/27/2017","1,262.80","1,266.26","1,266.26","1,252.09","","-0.27%"
"12/26/2017","1,266.26","1,258.20","1,271.27","1,253.44","","0.64%"
"12/22/2017","1,258.20","1,280.33","1,282.76","1,256.94","","-1.73%"
"12/21/2017","1,280.33","1,286.54","1,288.85","1,257.00","","-0.48%"
"12/20/2017","1,286.54","1,290.63","1,291.12","1,281.07","","-0.32%"
"12/19/2017","1,290.63","1,291.05","1,291.86","1,284.96","","-0.03%"
"12/18/2017","1,291.05","1,310.30","1,310.30","1,291.05","","-1.47%"
"12/15/2017","1,310.30","1,265.50","1,361.01","1,265.50","","3.54%"
"12/14/2017","1,265.50","1,257.62","1,298.20","1,257.62","","0.63%"
"12/13/2017","1,257.62","1,262.79","1,275.36","1,241.91","","-0.41%"
"12/12/2017","1,262.79","1,292.52","1,292.52","1,215.95","","-2.30%"
"12/08/2017","1,292.52","1,335.06","1,335.06","1,292.52","","-3.19%"
"12/07/2017","1,335.06","1,354.40","1,363.66","1,333.71","","-1.43%"
"12/06/2017","1,354.40","1,345.89","1,354.40","1,319.80","","0.63%"
"12/05/2017","1,345.89","1,409.65","1,415.66","1,325.35","","-4.52%"
"12/04/2017","1,409.65","1,357.95","1,421.97","1,357.95","","3.81%"
"12/01/2017","1,357.95","1,319.87","1,357.95","1,309.90","","2.89%"
"11/30/2017","1,319.87","1,167.21","1,319.87","1,167.21","","13.08%"
"11/29/2017","1,167.21","851.54","1,168.53","851.54","","37.07%"
"11/28/2017","851.54","798.87","897.03","798.87","","6.59%"
"11/27/2017","798.87","712.07","799.08","712.07","","12.19%"
"11/24/2017","712.07","704.63","712.07","703.70","","1.06%"
"11/23/2017","704.63","696.56","711.56","696.56","","1.16%"
"11/22/2017","696.56","699.28","700.17","696.56","","-0.39%"
"11/21/2017","699.28","699.68","701.46","697.54","","-0.06%"
"11/20/2017","699.68","685.45","699.68","683.45","","2.08%"
"11/17/2017","685.45","673.73","701.19","673.73","","1.74%"
"11/16/2017","673.73","660.68","673.73","660.53","","1.98%"
"11/15/2017","660.68","661.80","668.65","660.68","","-0.17%"
"11/14/2017","661.80","654.54","667.24","654.54","","1.11%"
"11/13/2017","654.54","655.78","659.68","650.13","","-0.19%"
"11/10/2017","655.78","685.51","689.51","655.66","","-4.34%"
"11/09/2017","685.51","703.49","703.49","679.90","","-2.56%"
"11/08/2017","703.49","711.93","712.18","703.48","","-1.19%"
"11/07/2017","711.93","709.37","717.78","706.30","","0.36%"
"11/03/2017","709.37","713.29","713.29","701.32","","-0.55%"
"11/02/2017","713.29","695.52","713.29","690.67","","2.55%"
"11/01/2017","695.52","681.34","695.52","678.37","","2.08%"
"10/31/2017","681.34","682.72","693.77","680.82","","-0.20%"
"10/30/2017","682.72","708.93","712.35","681.09","","-3.70%"
"10/27/2017","708.93","716.89","716.89","707.58","","-1.11%"
"10/26/2017","716.89","710.85","728.71","698.67","","0.85%"
"10/25/2017","710.85","663.97","717.86","663.97","","7.06%"
"10/24/2017","663.97","612.76","663.97","612.68","","8.36%"
"10/23/2017","612.76","588.61","625.73","588.61","","4.10%"
"10/20/2017","588.61","571.39","605.96","571.39","","3.01%"
"10/19/2017","571.39","559.96","574.55","559.02","","2.04%"
"10/18/2017","559.96","561.75","563.23","559.96","","-0.32%"
"10/17/2017","561.75","550.38","562.56","550.38","","2.07%"
"10/16/2017","550.38","534.01","550.38","532.98","","3.07%"
"10/13/2017","534.01","532.07","542.40","532.07","","0.36%"
"10/11/2017","532.07","531.11","539.87","528.27","","0.18%"
"10/10/2017","531.11","527.67","538.23","526.66","","0.65%"
"10/09/2017","527.67","551.88","551.88","518.06","","-99.90%"
"10/06/2017","551,875.50","539,424.00","558,102.63","500,232.06","","2.31%"
"10/05/2017","539,424.00","539,055.06","548,195.13","538,817.25","","0.07%"
"10/04/2017","539,055.06","514,559.38","546,445.00","512,940.09","","4.76%"
"10/03/2017","514,559.50","510,668.63","530,096.63","510,668.63","","0.76%"
"10/02/2017","510,668.63","489,499.34","510,668.63","489,499.34","","4.32%"
"09/29/2017","489,499.34","474,126.25","490,024.03","474,126.25","","3.24%"
"09/28/2017","474,126.25","463,847.09","474,126.25","463,847.09","","2.22%"
"09/27/2017","463,847.09","431,838.53","473,007.50","431,798.50","","7.41%"
"09/26/2017","431,838.53","422,074.09","434,689.72","422,074.09","","2.31%"
"09/25/2017","422,074.09","422,906.19","423,356.13","415,514.91","","-0.20%"
"09/22/2017","422,906.19","425,854.72","427,940.78","412,980.53","","-0.69%"
"09/21/2017","425,854.72","425,758.25","428,662.78","424,198.72","","0.02%"
"09/20/2017","425,758.25","436,716.72","464,168.09","424,734.28","","-2.51%"
"09/19/2017","436,716.72","423,393.47","456,256.84","423,393.47","","3.15%"
"09/18/2017","423,393.47","397,471.31","425,085.69","397,471.28","","6.52%"
"09/15/2017","397,471.31","386,035.38","416,307.13","384,866.56","","2.96%"
"09/14/2017","386,035.38","351,810.03","386,035.38","351,810.03","","9.73%"
"09/13/2017","351,810.03","303,209.69","351,810.03","303,209.69","","16.03%"
"09/12/2017","303,209.69","279,357.84","303,209.69","279,357.84","","8.54%"
"09/08/2017","279,357.84","273,334.25","279,518.03","273,334.25","","2.20%"
"09/07/2017","273,334.25","266,926.16","273,334.25","266,368.16","","2.40%"
"09/06/2017","266,926.16","269,781.34","270,111.13","264,990.16","","-1.06%"
"09/05/2017","269,781.34","264,614.31","274,103.09","264,614.31","","1.95%"
"09/04/2017","264,614.31","234,286.09","264,614.31","234,286.09","","12.94%"
"09/01/2017","234,286.09","235,413.91","235,614.14","233,906.84","","-0.48%"
"08/31/2017","235,413.91","225,468.08","235,413.91","225,468.08","","4.41%"
"08/30/2017","225,468.08","211,166.19","225,468.08","211,165.80","","6.77%"
"08/29/2017","211,166.19","206,677.84","211,166.19","206,677.84","","2.17%"
"08/28/2017","206,677.84","203,085.94","206,677.84","203,085.94","","1.77%"
"08/25/2017","203,085.94","199,748.94","203,085.94","199,748.94","","1.67%"
"08/24/2017","199,748.94","198,170.53","201,614.97","198,170.53","","0.80%"
"08/23/2017","198,170.53","198,024.39","200,081.53","198,024.39","","0.07%"
"08/22/2017","198,024.39","195,925.86","198,580.06","195,925.86","","1.07%"
"08/21/2017","195,925.86","194,840.23","204,088.84","194,840.23","","0.56%"
"08/18/2017","194,840.23","188,546.33","194,840.23","188,546.33","","3.34%"
"08/17/2017","188,546.33","185,945.98","188,546.33","185,945.98","","1.40%"
"08/16/2017","185,945.98","186,966.13","186,966.13","185,411.92","","0.29%"
"08/15/2017","185,411.92","186,966.14","187,235.98","185,411.92","","-0.83%"
"08/11/2017","186,966.14","183,275.56","186,966.14","181,833.91","","2.01%"
"08/10/2017","183,275.56","184,187.97","185,272.97","183,175.81","","-0.50%"
"08/09/2017","184,187.97","196,759.16","196,759.16","184,175.14","","-6.39%"
"08/08/2017","196,759.16","195,413.23","199,854.03","191,392.38","","0.69%"
"08/07/2017","195,413.23","176,451.95","197,010.27","176,451.95","","10.75%"
"08/04/2017","176,451.95","157,390.94","192,061.31","157,390.94","","12.11%"
"08/03/2017","157,390.94","146,877.84","157,390.94","146,877.84","","7.16%"
"08/02/2017","146,877.84","141,535.20","146,877.84","138,610.88","","3.77%"
"08/01/2017","141,535.20","139,399.38","141,535.20","139,399.38","","1.53%"
"07/31/2017","139,399.38","135,796.31","139,402.27","134,554.91","","2.65%"
"07/28/2017","135,796.31","134,583.50","135,796.31","134,201.27","","0.90%"
"07/27/2017","134,583.50","134,583.50","134,583.50","134,583.50","","0.00%"
"07/26/2017","134,583.50","134,583.50","134,583.50","134,583.50","","0.00%"
"07/25/2017","134,583.50","132,529.27","134,583.50","132,529.27","","1.55%"
"07/21/2017","132,529.27","131,324.09","132,529.27","131,244.00","","0.92%"
"07/20/2017","131,324.09","131,324.09","131,324.09","131,324.09","","0.00%"
"07/19/2017","131,324.09","130,240.12","131,395.31","128,536.84","","0.83%"
"07/18/2017","130,240.12","130,390.47","132,384.95","130,197.00","","-0.12%"
"07/17/2017","130,390.47","129,132.27","130,390.47","129,132.27","","0.97%"
"07/14/2017","129,132.27","128,100.21","130,179.41","128,100.21","","0.81%"
"07/13/2017","128,100.21","124,511.78","128,100.21","124,511.78","","2.88%"
"07/12/2017","124,511.78","125,901.22","125,931.97","124,253.01","","-1.10%"
"07/11/2017","125,901.22","124,333.03","126,162.59","124,333.03","","1.26%"
"07/10/2017","124,333.03","123,451.19","124,976.81","123,451.19","","0.71%"
"07/07/2017","123,451.19","123,749.70","124,266.79","123,324.95","","-0.24%"
"07/06/2017","123,749.70","123,644.98","123,779.91","122,895.12","","0.08%"
"07/04/2017","123,644.98","123,355.27","124,598.41","122,947.17","","0.23%"
"06/30/2017","123,355.27","123,235.34","123,661.79","122,615.83","","0.10%"
"06/29/2017","123,235.34","122,199.95","123,235.34","121,487.51","","0.85%"
"06/28/2017","122,199.95","122,423.64","122,563.81","121,949.09","","-0.18%"
"06/27/2017","122,423.64","122,200.52","123,015.21","122,138.65","","0.18%"
"06/26/2017","122,200.52","120,565.95","123,197.62","120,565.95","","1.36%"
"06/23/2017","120,565.95","120,819.78","120,867.41","120,488.20","","-0.21%"
"06/22/2017","120,819.78","121,418.08","122,090.06","119,923.32","","-0.49%"
"06/21/2017","121,418.08","118,753.50","121,418.08","118,753.50","","2.24%"
"06/20/2017","118,753.50","118,905.77","119,241.53","116,493.84","","-0.13%"
"06/16/2017","118,905.77","117,168.46","119,974.07","117,168.46","","1.48%"
"06/15/2017","117,168.46","108,427.53","117,168.46","108,427.53","","8.06%"
"06/14/2017","108,427.53","106,550.78","108,868.10","106,550.78","","5.14%"
"06/13/2017","103,129.73","101,822.90","106,288.99","101,566.18","","1.28%"
"06/12/2017","101,822.90","92,261.61","101,822.90","92,261.61","","10.36%"
"06/09/2017","92,261.61","92,326.76","93,038.62","90,928.48","","-0.07%"
"06/08/2017","92,326.76","83,374.02","94,173.14","83,321.08","","10.74%"
"06/07/2017","83,374.02","82,593.67","83,713.95","82,593.67","","0.94%"
"06/06/2017","82,593.67","78,134.99","82,794.08","78,134.99","","5.71%"
"06/05/2017","78,134.99","78,140.22","79,005.11","77,662.62","","-0.01%"
"06/02/2017","78,140.22","75,728.65","78,140.22","75,728.65","","2.64%"
"06/01/2017","76,130.90","75,283.76","77,391.37","75,283.76","","1.13%"
"05/31/2017","75,283.76","74,977.92","75,389.98","74,737.43","","0.41%"
"05/30/2017","74,977.92","73,959.10","74,977.92","73,959.10","","1.38%"
"05/26/2017","73,959.10","74,124.89","74,576.47","73,511.55","","-0.22%"
"05/25/2017","74,124.89","72,689.66","76,780.30","72,585.51","","1.97%"
"05/24/2017","72,689.66","72,645.01","72,725.07","72,127.32","","0.06%"
"05/23/2017","72,645.01","72,650.23","72,650.23","71,988.29","","-0.01%"
"05/22/2017","72,650.23","71,626.16","72,650.23","71,626.16","","1.43%"
"05/19/2017","71,626.16","66,470.04","71,626.16","66,384.81","","7.76%"
"05/18/2017","66,470.04","65,376.60","66,894.95","65,376.60","","1.67%"
"05/17/2017","65,376.60","64,415.96","65,439.64","64,262.89","","1.49%"
"05/16/2017","64,415.96","62,097.24","64,447.55","62,097.24","","3.73%"
"05/15/2017","62,097.24","60,658.38","62,097.24","60,658.38","","2.37%"
"05/12/2017","60,658.38","60,523.43","60,658.38","60,403.61","","0.22%"
"05/11/2017","60,523.43","60,656.97","60,980.88","60,504.74","","-0.22%"
"05/10/2017","60,656.97","59,376.13","60,847.34","59,376.13","","2.16%"
"05/09/2017","59,376.13","59,450.29","60,086.96","59,376.13","","-0.12%"
"05/08/2017","59,450.29","59,109.34","59,450.29","59,100.00","","0.58%"
"05/05/2017","59,109.34","58,550.82","59,681.54","58,071.65","","0.95%"
"05/04/2017","58,550.82","58,342.79","59,285.40","58,342.79","","0.36%"
"05/03/2017","58,342.79","57,682.34","58,342.79","57,682.34","","1.14%"
"05/02/2017","57,682.34","57,692.31","57,972.29","57,682.34","","-0.02%"
"04/28/2017","57,692.31","56,429.94","57,692.31","55,000.67","","2.24%"
"04/27/2017","56,429.94","61,296.16","61,348.22","56,316.02","","-7.94%"
"04/26/2017","61,296.16","54,922.70","61,296.16","54,922.70","","11.60%"
"04/25/2017","54,922.70","49,953.36","54,923.09","49,953.36","","9.95%"
"04/24/2017","49,953.36","49,287.67","49,979.91","49,187.50","","1.35%"
"04/21/2017","49,287.67","47,695.30","49,679.55","47,680.14","","3.34%"
"04/20/2017","47,695.30","47,561.23","47,723.80","47,526.54","","0.28%"
"04/18/2017","47,561.23","47,329.03","47,561.63","46,926.74","","0.49%"
"04/17/2017","47,329.03","47,030.02","47,408.77","47,030.02","","0.64%"
"04/12/2017","47,030.02","46,808.70","47,065.42","46,808.70","","0.47%"
"04/11/2017","46,808.70","45,387.60","46,808.70","45,387.60","","3.13%"
"04/10/2017","45,387.60","45,892.30","46,012.50","45,387.60","","-1.36%"
"04/07/2017","46,012.10","45,814.20","46,012.10","45,653.90","","0.43%"
"04/06/2017","45,814.20","45,494.90","45,814.20","45,494.90","","0.70%"
"04/05/2017","45,494.90","45,739.70","45,754.30","45,179.70","","-0.54%"
"04/04/2017","45,739.70","43,986.20","45,739.70","43,983.50","","3.99%"
"04/03/2017","43,986.20","43,876.70","44,118.10","43,749.30","","0.25%"
"03/31/2017","43,876.70","43,614.00","43,876.70","43,607.70","","0.60%"
"03/30/2017","43,614.00","42,344.00","43,614.00","41,872.90","","3.00%"
"03/29/2017","42,344.00","41,078.20","42,374.50","41,078.20","","3.08%"
"03/28/2017","41,078.20","39,621.70","41,113.60","39,621.70","","3.68%"
"03/27/2017","39,621.75","37,707.84","39,778.78","37,707.84","163.99K","5.08%"
"03/24/2017","37,707.84","37,478.54","37,828.04","37,478.54","56.13K","0.61%"
"03/23/2017","37,478.54","36,988.71","37,508.63","36,432.76","60.78K","1.32%"
"03/22/2017","36,988.71","37,410.66","37,649.85","36,418.77","68.67K","-1.13%"
"03/21/2017","37,410.66","37,849.62","37,935.70","37,409.14","24.64K","-1.16%"
"03/20/2017","37,849.62","37,885.01","37,885.01","37,849.62","9.25K","-0.09%"
"03/17/2017","37,885.01","37,070.57","38,122.48","36,747.76","13.63K","0.27%"
"03/16/2017","37,783.00","37,640.51","37,783.00","37,640.51","134.58K","0.38%"
"03/15/2017","37,640.51","37,860.87","37,860.87","37,640.51","16.74K","-0.58%"
"03/14/2017","37,860.87","38,056.49","38,056.49","37,860.87","19.26K","-0.51%"
"03/13/2017","38,056.49","38,545.32","38,707.99","38,056.49","17.97K","-1.27%"
"03/10/2017","38,545.32","38,943.31","38,943.31","38,407.28","68.08K","-1.02%"
"03/09/2017","38,943.31","37,602.97","39,116.55","28,891.10","31.44K","3.56%"
"03/08/2017","37,602.97","38,140.89","38,140.89","37,395.82","43.37K","-1.41%"
"03/07/2017","38,140.89","37,646.44","38,316.45","37,361.47","50.29K","1.31%"
"03/06/2017","37,646.44","37,598.43","37,723.39","37,298.65","26.39K","0.13%"
"03/03/2017","37,598.43","36,809.56","37,651.01","36,809.56","92.08K","2.14%"
"03/02/2017","36,809.56","36,228.78","36,894.57","36,086.29","59.82K","1.60%"
"03/01/2017","36,228.78","35,710.09","36,228.78","35,629.96","113.53K","1.45%"
"02/24/2017","35,710.09","34,933.43","35,729.29","34,799.06","14.37K","2.22%"
"02/23/2017","34,933.43","34,869.48","35,170.98","34,809.74","168.70K","0.18%"
"02/22/2017","34,869.48","35,085.59","35,127.72","34,869.48","18.17K","-0.62%"
"02/21/2017","35,085.59","34,901.07","35,150.88","34,721.20","18.94K","0.53%"
"02/20/2017","34,901.07","35,035.80","35,103.33","34,899.15","31.58K","-0.38%"
"02/17/2017","35,035.80","34,931.69","35,247.03","34,931.69","89.30K","0.30%"
"02/16/2017","34,931.69","34,288.49","35,055.27","34,288.49","116.30K","1.88%"
"02/15/2017","34,288.49","33,703.34","34,622.47","33,683.30","89.78K","1.74%"
"02/14/2017","33,703.34","32,848.87","33,807.90","32,444.85","24.02K","3.08%"
"02/13/2017","32,695.72","32,887.14","33,035.04","32,310.44","173.27K","-0.58%"
"02/10/2017","32,887.14","27,733.47","33,530.78","27,733.47","83.41K","18.58%"
"02/09/2017","27,733.47","28,274.57","28,274.57","27,324.74","46.85K","-1.91%"
"02/08/2017","28,274.57","28,274.57","28,417.69","28,227.46","1.92M","0.00%"
"02/07/2017","28,274.57","28,150.78","28,274.57","28,130.06","59.45K","0.44%"
"02/06/2017","28,150.78","28,001.47","28,294.60","28,001.47","21.72K","0.53%"
"02/03/2017","28,001.47","28,194.68","28,194.68","27,864.62","4.47K","-0.69%"
"02/02/2017","28,194.68","28,109.65","29,475.40","27,992.11","37.30K","0.30%"
"01/31/2017","28,109.65","28,189.31","28,287.40","28,109.65","2.85K","-0.28%"
"01/30/2017","28,189.31","27,974.32","28,287.40","27,974.32","32.47K","0.77%"
"01/27/2017","27,974.32","27,867.67","28,001.64","27,867.67","8.43K","0.38%"
"01/26/2017","27,867.67","28,331.45","28,331.45","27,725.94","30.37K","-1.64%"
"01/25/2017","28,331.45","27,598.70","28,468.46","27,591.08","11.41K","2.66%"
"01/24/2017","27,598.70","28,272.44","28,307.39","27,596.73","23.81K","-2.38%"
"01/23/2017","28,272.44","27,960.31","28,272.44","27,960.31","45.15K","1.12%"
"01/20/2017","27,960.31","29,917.23","29,917.23","27,902.74","33.38K","-6.54%"
"01/19/2017","29,917.23","30,166.78","30,166.78","28,981.09","6.91K","-0.83%"
"01/18/2017","30,166.78","31,734.52","31,770.07","30,166.78","26.79K","-4.94%"
"01/17/2017","31,734.52","31,691.14","31,818.30","30,559.91","19.43K","0.14%"
"01/16/2017","31,691.14","31,616.87","31,691.14","31,416.80","18.88K","0.23%"
"01/13/2017","31,616.87","31,143.02","31,617.20","30,622.58","3.27K","1.52%"
"01/12/2017","31,143.02","32,736.72","32,745.39","31,143.02","14.81K","-4.87%"
"01/11/2017","32,736.72","32,388.19","32,801.68","32,372.35","37.50K","1.08%"
"01/10/2017","32,388.19","32,457.08","32,644.99","32,388.19","23.05K","-0.21%"
"01/06/2017","32,457.08","32,611.87","32,611.87","32,444.27","3.26K","-0.47%"
"01/05/2017","32,611.87","31,839.17","32,611.87","31,839.17","33.35K","2.43%"
"01/04/2017","31,839.17","31,732.08","31,839.17","31,732.08","9.55K","0.34%"
"01/03/2017","31,732.08","31,633.66","31,744.26","31,216.51","18.46K","0.31%"
"01/02/2017","31,633.66","31,705.22","31,705.22","31,633.66","0.10K","-0.23%"
"12/30/2016","31,705.22","31,210.23","31,705.22","30,624.79","28.39K","1.59%"
"12/29/2016","31,210.23","30,402.01","31,223.23","30,383.25","9.19K","2.66%"
"12/28/2016","30,402.01","29,335.63","30,402.01","27,320.43","36.53K","3.64%"
"12/27/2016","29,335.63","28,405.41","29,343.24","28,386.16","6.19K","3.27%"
"12/26/2016","28,405.41","28,347.22","28,438.22","28,347.22","25.67K","0.21%"
"12/23/2016","28,347.22","28,243.40","28,347.22","28,100.29","13.38K","0.37%"
"12/22/2016","28,243.40","28,378.93","28,378.93","28,021.16","14.44K","-0.48%"
"12/21/2016","28,378.93","28,470.99","29,537.39","28,378.93","7.78K","-0.32%"
"12/20/2016","28,470.99","28,536.94","28,537.65","27,426.28","11.19K","-0.23%"
"12/19/2016","28,536.94","30,078.16","30,078.16","28,494.67","20.40K","-5.12%"
"12/16/2016","30,078.16","30,513.29","30,513.29","28,204.53","20.07K","-1.43%"
"12/15/2016","30,513.29","32,579.33","32,579.33","30,513.29","5.01K","-6.34%"
"12/14/2016","32,579.33","34,991.64","35,484.82","32,579.33","28.89K","-6.89%"
"12/13/2016","34,991.64","36,350.63","36,444.54","34,991.64","144.10K","-3.74%"
"12/09/2016","36,350.63","36,530.48","36,530.48","36,350.63","37.66K","-0.49%"
"12/08/2016","36,530.48","36,110.61","36,563.63","35,748.14","53.20K","1.16%"
"12/07/2016","36,110.61","36,430.04","36,547.78","36,062.29","18.26K","-0.88%"
"12/06/2016","36,430.04","36,755.96","36,878.47","35,675.52","40.76K","-0.89%"
"12/05/2016","36,755.96","38,483.35","38,590.69","36,755.96","86.53K","-4.49%"
"12/02/2016","38,483.35","36,320.20","38,703.42","35,616.74","100.22K","5.96%"
"12/01/2016","36,320.20","33,200.74","36,379.61","33,200.74","141.51K","9.40%"
"11/30/2016","33,200.74","31,226.01","33,207.85","31,226.01","35.87K","6.32%"
"11/29/2016","31,226.01","29,028.40","31,358.07","29,028.40","62.07K","7.57%"
"11/28/2016","29,028.40","28,008.27","29,513.87","27,307.19","250.19K","3.64%"
"11/25/2016","28,008.27","27,339.68","28,703.32","26,955.44","49.81K","2.45%"
"11/24/2016","27,339.68","25,509.71","27,366.53","25,505.13","23.50K","7.17%"
"11/23/2016","25,509.71","26,190.22","26,191.61","25,449.39","22.77K","-2.60%"
"11/22/2016","26,190.22","26,376.04","26,623.43","25,760.88","19.34K","-0.70%"
"11/21/2016","26,376.04","26,421.70","26,559.36","26,062.13","53.52K","-0.17%"
"11/18/2016","26,421.70","26,637.43","27,107.40","26,236.11","98.26K","-0.81%"
"11/17/2016","26,637.43","26,365.40","27,225.42","26,299.35","148.18K","1.03%"
"11/16/2016","26,365.40","25,600.25","27,183.21","25,522.09","36.94K","2.99%"
"11/15/2016","25,600.25","25,659.10","26,065.23","25,585.04","84.72K","-0.23%"
"11/14/2016","25,659.10","24,164.60","25,659.10","23,488.21","144.76K","6.18%"
"11/11/2016","24,164.60","21,319.21","24,245.09","21,319.21","37.43K","13.35%"
"11/10/2016","21,319.21","20,763.12","21,485.60","20,230.00","71.59K","2.68%"
"11/09/2016","20,763.12","18,335.37","20,763.12","18,335.37","34.31K","13.24%"
"11/08/2016","18,335.37","16,680.50","18,335.37","16,680.50","38.77K","9.92%"
"11/04/2016","16,680.50","15,585.93","16,680.50","15,585.93","26.61K","7.02%"
"11/03/2016","15,585.93","15,209.92","15,638.58","15,209.92","80.61K","2.47%"
"11/02/2016","15,209.92","14,911.63","15,209.92","14,911.63","73.41K","2.00%"
"11/01/2016","14,911.63","14,690.48","14,912.21","14,690.48","108.77K","1.51%"
"10/31/2016","14,690.48","14,632.55","14,690.48","14,632.55","27.78K","0.40%"
"10/28/2016","14,632.55","14,141.97","14,888.28","14,141.97","86.88K","3.47%"
"10/27/2016","14,141.97","14,057.36","14,141.97","14,057.36","12.96K","0.60%"
"10/26/2016","14,057.36","13,946.67","14,057.36","13,876.65","11.01K","0.80%"
"10/25/2016","13,945.24","13,889.80","13,990.16","13,889.80","38.82K","0.40%"
"10/24/2016","13,889.80","13,878.83","13,892.11","13,805.87","132.12K","0.08%"
"10/21/2016","13,878.83","13,821.51","13,906.19","13,821.51","194.60K","0.41%"
"10/20/2016","13,821.51","13,627.11","13,821.51","13,627.11","61.63K","1.43%"
"10/19/2016","13,627.11","13,568.29","13,648.43","13,568.29","45.75K","0.43%"
"10/18/2016","13,568.29","13,570.35","13,589.74","13,416.58","77.99K","-0.02%"
"10/17/2016","13,570.35","13,552.60","13,585.30","13,333.36","24.68K","0.13%"
"10/14/2016","13,552.60","13,463.18","13,552.60","13,463.18","79.66K","0.66%"
"10/13/2016","13,463.18","13,488.93","13,532.59","13,454.75","204.06K","-0.19%"
"10/11/2016","13,488.93","13,476.79","13,491.76","13,277.36","47.64K","0.09%"
"10/10/2016","13,476.79","13,417.42","13,502.23","13,397.61","10.56K","0.44%"
"10/07/2016","13,417.42","13,335.23","13,418.93","13,335.23","52.38K","0.62%"
"10/06/2016","13,335.23","13,532.18","13,589.82","13,332.32","35.48K","-1.46%"
"10/05/2016","13,532.18","13,049.80","13,532.18","13,049.80","99.76K","3.70%"
"10/04/2016","13,049.80","13,114.61","13,266.09","12,979.99","12.44K","-0.49%"
"10/03/2016","13,114.61","12,961.33","13,158.38","12,961.33","42.11K","1.18%"
"09/30/2016","12,961.33","12,730.55","12,996.75","12,730.55","8.88K","1.81%"
"09/29/2016","12,730.55","12,784.70","12,784.70","12,728.80","22.96K","-0.42%"
"09/28/2016","12,784.70","12,982.36","12,987.63","12,778.55","1.06K","-1.52%"
"09/27/2016","12,982.36","12,661.68","12,990.79","12,621.93","63.37K","2.53%"
"09/26/2016","12,661.68","12,503.98","12,666.94","12,476.80","4.13K","1.26%"
"09/23/2016","12,503.98","12,505.16","12,530.98","12,369.05","5.20K","-0.01%"
