"Date","Price","Open","High","Low","Vol.","Change %"
"01/28/2014","2,817.01","2,821.40","2,821.40","2,817.01","12.93K","-0.16%"
"01/27/2014","2,821.40","2,807.31","2,821.49","2,807.31","5.70K","0.50%"
"01/24/2014","2,807.31","2,847.25","2,847.25","2,804.73","52.95K","-1.40%"
"01/23/2014","2,847.25","2,841.84","2,869.78","2,841.84","23.89K","0.19%"
"01/22/2014","2,841.84","2,808.85","2,841.84","2,808.85","33.62K","1.17%"
"01/21/2014","2,808.85","2,790.80","2,811.69","2,783.33","4.41K","0.65%"
"01/20/2014","2,790.80","2,783.71","2,797.97","2,783.71","2.63K","0.25%"
"01/17/2014","2,783.71","2,763.89","2,783.71","2,763.89","117.83K","0.72%"
"01/16/2014","2,763.89","2,762.96","2,763.89","2,762.96","11.37K","0.03%"
"01/15/2014","2,762.96","2,760.50","2,762.96","2,760.50","73.13K","0.09%"
"01/14/2014","2,760.50","2,760.50","2,760.50","2,760.50","1.58K","0.00%"
"01/13/2014","2,760.50","2,730.79","2,763.55","2,730.79","22.02K","1.09%"
"01/10/2014","2,730.79","2,742.23","2,745.24","2,730.79","118.22K","-0.42%"
"01/09/2014","2,742.23","2,713.87","2,742.23","2,713.87","3.20K","1.04%"
"01/08/2014","2,713.87","2,749.81","2,749.81","2,713.87","15.77K","-1.31%"
"01/07/2014","2,749.81","2,736.58","2,749.81","2,735.42","0.60K","0.48%"
"01/03/2014","2,736.58","2,736.58","2,736.58","2,736.58","0.43K","0.00%"
"01/02/2014","2,736.58","2,736.58","2,736.58","2,736.58","","0.00%"
"12/30/2013","2,736.58","2,736.58","2,736.58","2,736.58","0.08K","0.00%"
"12/27/2013","2,736.58","2,725.80","2,736.58","2,725.80","12.90K","0.40%"
"12/26/2013","2,725.80","2,725.80","2,725.80","2,725.80","0.01K","0.00%"
"12/23/2013","2,725.80","2,725.81","2,725.81","2,725.80","2.51K","0.00%"
"12/20/2013","2,725.81","2,706.38","2,725.81","2,706.38","49.32K","0.72%"
"12/19/2013","2,706.38","2,695.21","2,706.38","2,695.21","16.30K","0.41%"
"12/18/2013","2,695.21","2,654.96","2,695.21","2,654.96","13.50K","1.52%"
"12/17/2013","2,654.96","2,665.13","2,668.47","2,647.64","29.12K","-0.38%"
"12/16/2013","2,665.13","2,648.09","2,665.13","2,648.09","8.55K","0.64%"
"12/13/2013","2,648.09","2,654.40","2,657.45","2,648.09","50.28K","-0.24%"
"12/12/2013","2,654.40","2,633.50","2,654.40","2,633.50","210.66K","1.34%"
"12/11/2013","2,619.35","2,616.22","2,652.44","2,610.71","120.99K","0.12%"
"12/10/2013","2,616.22","2,603.48","2,616.22","2,603.48","1.63K","0.49%"
"12/09/2013","2,603.48","2,597.59","2,603.67","2,595.88","2.93K","0.23%"
"12/06/2013","2,597.59","2,620.62","2,666.58","2,597.59","1.69K","0.00%"
"12/05/2013","2,597.67","2,570.27","2,601.46","2,570.27","7.92K","1.07%"
"12/04/2013","2,570.27","2,579.11","2,589.41","2,566.02","81.49K","-0.34%"
"12/03/2013","2,579.11","2,490.66","2,579.11","2,490.66","2.00K","3.55%"
"12/02/2013","2,490.66","2,490.66","2,606.29","2,490.66","1.86K","0.00%"
"11/29/2013","2,490.66","2,479.15","2,490.66","2,479.15","11.99K","0.46%"
"11/28/2013","2,479.15","2,521.61","2,521.61","2,479.15","1.33K","-1.68%"
"11/27/2013","2,521.61","2,482.13","2,524.49","2,482.13","2.72K","1.59%"
"11/26/2013","2,482.13","2,487.55","2,496.18","2,459.24","129.41K","-0.22%"
"11/25/2013","2,487.55","2,365.20","2,520.62","2,365.20","1.89K","5.17%"
"11/22/2013","2,365.20","2,220.97","2,404.58","2,220.97","9.68K","6.49%"
"11/21/2013","2,220.97","2,155.55","2,220.97","2,155.55","378.20K","3.03%"
"11/20/2013","2,155.55","2,156.11","2,156.11","2,155.55","23.85K","-0.03%"
"11/19/2013","2,156.11","2,189.65","2,189.65","2,156.11","6.81K","-1.53%"
"11/18/2013","2,189.65","2,237.30","2,255.85","2,189.65","210.21K","-2.13%"
"11/15/2013","2,237.30","2,368.93","2,386.26","2,237.30","128.25K","-5.56%"
"11/14/2013","2,368.93","2,368.95","2,370.05","2,368.93","0.33K","0.00%"
"11/13/2013","2,368.95","2,451.65","2,451.65","2,366.05","104.07K","-3.37%"
"11/12/2013","2,451.65","2,556.08","2,556.08","2,451.65","146.94K","-4.09%"
"11/11/2013","2,556.08","2,669.90","2,669.90","2,546.70","27.58K","-4.26%"
"11/08/2013","2,669.90","2,662.96","2,674.20","2,662.96","14.33K","0.26%"
"11/07/2013","2,662.96","2,686.39","2,701.98","2,662.96","43.00K","-0.87%"
"11/06/2013","2,686.39","2,675.35","2,687.17","2,675.35","28.67K","0.41%"
"11/05/2013","2,675.35","2,611.56","2,675.35","2,611.56","9.10K","2.44%"
"11/01/2013","2,611.56","2,609.69","2,636.11","2,609.69","109.46K","0.07%"
"10/31/2013","2,609.69","2,565.40","2,609.69","2,565.24","54.53K","1.73%"
"10/30/2013","2,565.40","2,355.38","2,565.40","2,355.38","71.50K","8.92%"
"10/29/2013","2,355.38","2,210.57","2,356.13","2,210.57","33.31K","6.55%"
"10/28/2013","2,210.57","2,108.57","2,217.65","2,108.57","12.10K","4.84%"
"10/25/2013","2,108.57","2,028.81","2,108.57","2,028.81","41.96K","3.93%"
"10/24/2013","2,028.81","2,012.81","2,028.81","2,011.08","34.17K","0.79%"
"10/23/2013","2,012.81","1,990.72","2,038.42","1,990.72","31.42K","1.11%"
"10/22/2013","1,990.72","1,963.71","1,990.72","1,949.70","7.64K","1.38%"
"10/21/2013","1,963.71","1,945.22","1,963.71","1,930.86","1.89K","0.95%"
"10/18/2013","1,945.22","1,883.51","1,945.22","1,883.51","5.47K","3.28%"
"10/17/2013","1,883.51","1,895.13","1,895.13","1,869.50","1.66K","-0.61%"
"10/16/2013","1,895.13","1,888.13","1,895.13","1,881.13","0.46K","0.37%"
"10/15/2013","1,888.13","1,839.71","1,899.52","1,839.71","43.37K","2.63%"
"10/14/2013","1,839.71","1,829.91","1,839.71","1,829.91","0.40K","0.54%"
"10/11/2013","1,829.91","1,783.94","1,829.91","1,783.94","37.32K","2.58%"
"10/10/2013","1,783.94","1,768.30","1,783.94","1,768.30","5.90K","0.88%"
"10/09/2013","1,768.30","1,738.67","1,768.30","1,738.67","0.29K","1.70%"
"10/08/2013","1,738.67","1,754.46","1,757.78","1,730.47","1.89K","-0.90%"
"10/07/2013","1,754.46","1,747.76","1,754.76","1,747.76","57.21K","0.38%"
"10/04/2013","1,747.76","1,747.06","1,754.64","1,747.06","33.30K","0.04%"
"10/03/2013","1,747.06","1,785.06","1,785.06","1,732.55","32.60K","-2.13%"
"10/02/2013","1,785.06","1,784.59","1,796.73","1,773.94","131.83K","0.03%"
"10/01/2013","1,784.59","1,794.64","1,794.64","1,780.54","128.78K","-0.56%"
"09/30/2013","1,794.64","1,799.89","1,816.96","1,794.29","823.35K","-0.29%"
"09/27/2013","1,799.89","1,794.29","1,799.89","1,794.29","0.87K","0.31%"
"09/26/2013","1,794.29","1,848.70","1,848.95","1,794.29","8.50K","-2.94%"
"09/25/2013","1,848.70","1,836.84","1,848.70","1,814.55","49.59K","0.65%"
"09/24/2013","1,836.84","1,766.31","1,836.84","1,765.74","59.90K","3.99%"
"09/23/2013","1,766.31","1,660.97","1,770.03","1,660.97","23.68K","6.34%"
"09/20/2013","1,660.97","1,659.67","1,660.97","1,659.67","51.63K","0.08%"
"09/19/2013","1,659.67","1,603.32","1,659.67","1,603.32","43.37K","3.51%"
"09/18/2013","1,603.32","1,602.07","1,646.23","1,602.07","27.84K","0.08%"
"09/17/2013","1,602.07","1,547.74","1,603.37","1,547.74","8.79K","3.51%"
"09/16/2013","1,547.74","1,523.28","1,553.39","1,523.28","10.04K","1.61%"
"09/13/2013","1,523.28","1,477.13","1,527.59","1,477.13","68.00K","3.12%"
"09/12/2013","1,477.13","1,460.27","1,484.13","1,460.27","50.29K","1.15%"
"09/11/2013","1,460.27","1,447.87","1,461.38","1,447.87","23.85K","0.86%"
"09/10/2013","1,447.87","1,444.02","1,447.87","1,438.33","41.01K","0.27%"
"09/09/2013","1,444.02","1,430.32","1,444.02","1,430.32","23.11K","0.96%"
"09/06/2013","1,430.32","1,394.99","1,430.32","1,394.99","47.09K","2.53%"
"09/05/2013","1,394.99","1,386.39","1,394.99","1,386.39","12.11K","0.62%"
"09/04/2013","1,386.39","1,365.40","1,386.39","1,365.40","40.98K","1.54%"
"09/03/2013","1,365.40","1,345.23","1,366.94","1,345.23","38.42K","1.50%"
"09/02/2013","1,345.23","1,356.72","1,366.23","1,338.36","2.06K","-0.85%"
"08/30/2013","1,356.72","1,350.46","1,356.72","1,342.49","2.83K","0.46%"
"08/29/2013","1,350.46","1,346.26","1,350.46","1,346.26","0.41K","0.31%"
"08/28/2013","1,346.26","1,324.59","1,346.26","1,324.59","108.26K","1.64%"
"08/27/2013","1,324.59","1,323.59","1,325.10","1,310.99","44.49K","0.08%"
"08/26/2013","1,323.59","1,310.16","1,324.99","1,310.16","10.27K","1.03%"
"08/23/2013","1,310.16","1,274.89","1,311.93","1,274.89","26.05K","2.77%"
"08/22/2013","1,274.89","1,293.08","1,293.08","1,274.89","1.78K","-1.41%"
"08/21/2013","1,293.08","1,290.07","1,293.08","1,274.89","4.01K","0.23%"
"08/20/2013","1,290.07","1,288.67","1,290.81","1,288.67","4.52K","0.11%"
"08/16/2013","1,288.67","1,286.62","1,288.67","1,286.62","10.79K","0.16%"
"08/15/2013","1,286.62","1,286.62","1,286.62","1,286.62","20.47K","-0.05%"
"08/14/2013","1,287.29","1,287.29","1,287.29","1,287.29","50.30K","0.01%"
"08/13/2013","1,287.20","1,287.20","1,287.20","1,287.20","0.03K","0.11%"
"08/12/2013","1,285.73","1,285.73","1,285.73","1,285.73","0.03K","0.32%"
"08/09/2013","1,281.61","1,281.61","1,281.61","1,281.61","0.03K","0.00%"
"08/08/2013","1,281.61","1,281.61","1,281.61","1,281.61","0.03K","0.81%"
"08/07/2013","1,271.25","1,271.25","1,271.25","1,271.25","0.03K","0.28%"
"08/06/2013","1,267.65","1,267.65","1,267.65","1,267.65","0.03K","-0.16%"
"08/05/2013","1,269.70","1,269.70","1,269.70","1,269.70","0.03K","0.14%"
"08/02/2013","1,267.97","1,267.97","1,267.97","1,267.97","0.03K","0.00%"
"08/01/2013","1,267.97","1,267.97","1,267.97","1,267.97","0.03K","-0.18%"
"07/31/2013","1,270.27","1,270.27","1,270.27","1,270.27","0.03K","0.17%"
"07/30/2013","1,268.16","1,268.16","1,268.16","1,268.16","0.03K","22.63%"
"06/26/2013","1,034.15","976.46","987.57","976.46","0.03K","5.91%"
"06/25/2013","976.46","972.61","976.46","972.61","23.55K","0.40%"
"06/21/2013","972.61","954.79","972.61","954.79","48.76K","1.87%"
"06/20/2013","954.79","945.18","956.21","945.18","5.97K","1.02%"
"06/19/2013","945.18","949.50","963.37","945.18","328.31K","-0.45%"
"06/18/2013","949.50","943.06","952.31","943.06","15.05K","0.68%"
"06/17/2013","943.06","879.00","948.62","879.00","6.23K","7.29%"
"06/14/2013","879.00","864.20","879.00","857.21","30.66K","1.71%"
"06/13/2013","864.20","853.30","880.99","852.42","44.22K","1.28%"
"06/12/2013","853.30","851.62","853.31","851.62","38.27K","0.20%"
"06/11/2013","851.62","841.82","851.62","841.82","11.38K","1.16%"
"06/10/2013","841.82","811.52","843.51","811.52","28.38K","3.73%"
"06/07/2013","811.52","811.52","811.52","811.52","2.72K","0.00%"
"06/06/2013","811.52","818.55","821.33","810.22","1.40K","-0.86%"
"06/05/2013","818.55","804.74","824.66","804.74","16.46K","1.72%"
"06/04/2013","804.74","811.73","811.73","804.74","13.40K","-1.55%"
"05/31/2013","817.42","810.24","817.42","806.04","2.04K","0.89%"
"05/30/2013","810.24","809.54","817.42","806.04","10.54K","0.09%"
"05/29/2013","809.54","812.54","812.54","806.94","4.64K","-0.37%"
"05/28/2013","812.54","805.70","812.54","805.70","15.93K","0.85%"
"05/27/2013","805.70","806.05","806.05","805.70","0.76K","-0.04%"
"05/24/2013","806.05","785.37","807.75","785.37","5.24K","2.63%"
"05/23/2013","785.37","779.40","791.99","779.40","1.16K","0.77%"
"05/22/2013","779.40","770.26","779.40","770.26","9.18K","1.19%"
"05/21/2013","770.26","777.70","792.13","770.26","30.10K","-0.96%"
"05/20/2013","777.70","763.34","777.70","763.34","1.80K","1.88%"
"05/17/2013","763.34","759.84","763.34","759.33","0.42K","0.46%"
"05/16/2013","759.84","738.87","759.84","738.87","0.09K","2.84%"
"05/15/2013","738.87","725.72","739.13","725.72","18.22K","1.81%"
"05/14/2013","725.72","698.86","725.72","698.86","19.84K","3.84%"
"05/10/2013","698.86","684.60","698.86","684.60","3.26K","2.08%"
"05/09/2013","684.60","682.65","684.60","682.65","1.10K","0.29%"
"05/08/2013","682.65","681.53","682.65","679.85","5.08K","0.16%"
"05/07/2013","681.53","681.53","681.53","681.53","4.66K","0.00%"
"05/06/2013","681.53","677.82","682.00","677.82","3.66K","0.55%"
"05/03/2013","677.82","675.03","677.82","675.03","0.50K","0.41%"
"05/02/2013","675.03","668.86","675.87","666.08","21.70K","0.92%"
"04/30/2013","668.86","653.76","671.05","653.76","2.89K","2.31%"
"04/29/2013","653.76","651.40","655.02","651.40","16.77K","0.36%"
"04/26/2013","651.40","650.35","651.40","650.35","7.71K","0.16%"
"04/25/2013","650.35","646.68","664.31","646.05","2.73K","0.57%"
"04/24/2013","646.68","646.68","646.68","646.68","4.00K","0.00%"
"04/23/2013","646.68","646.68","646.68","646.68","","0.00%"
"04/22/2013","646.68","643.98","646.68","642.63","1.16K","0.42%"
"04/18/2013","643.98","641.81","643.98","641.81","3.58K","0.34%"
"04/17/2013","641.81","641.81","641.81","641.81","","0.00%"
"04/16/2013","641.81","641.81","641.81","641.81","","0.00%"
"04/15/2013","641.81","640.12","641.81","640.12","16.84K","0.26%"
"04/12/2013","640.12","636.74","640.12","636.74","6.09K","0.53%"
"04/11/2013","636.74","637.06","637.06","636.73","14.30K","-0.05%"
"04/10/2013","637.06","633.98","638.44","633.98","41.46K","0.49%"
"04/09/2013","633.98","635.11","640.74","633.64","5.92K","-0.18%"
"04/08/2013","635.11","633.89","639.23","632.54","7.32K","0.19%"
"04/05/2013","633.89","632.74","633.89","632.74","7.95K","0.18%"
"04/04/2013","632.74","632.20","633.96","632.20","3.81K","0.09%"
"04/03/2013","632.20","626.82","633.97","626.82","20.85K","0.86%"
"04/02/2013","626.82","629.10","629.10","619.70","4.75K","-0.36%"
"04/01/2013","629.10","621.22","629.84","621.22","1.83K","1.49%"
"03/27/2013","619.87","619.87","619.87","619.87","","0.00%"
"03/26/2013","619.87","624.08","624.23","619.87","3.73K","-0.67%"
"03/25/2013","624.08","629.08","629.08","624.08","62.53K","-0.79%"
"03/22/2013","629.08","632.13","632.80","629.08","1.45K","-0.48%"
"03/21/2013","632.13","632.13","632.13","632.13","8.76K","0.00%"
"03/20/2013","632.13","630.79","632.13","630.79","13.83K","0.21%"
"03/18/2013","630.79","629.32","631.41","628.73","12.03K","0.23%"
"03/14/2013","629.32","633.25","633.34","627.89","11.06K","-0.62%"
"03/13/2013","633.25","631.70","634.14","631.70","16.02K","0.25%"
"03/12/2013","631.70","637.92","638.40","631.70","0.47K","-0.98%"
"03/11/2013","637.92","617.82","638.05","617.82","3.14K","3.25%"
"03/08/2013","617.82","618.49","618.49","614.47","0.60K","0.00%"
"03/07/2013","617.82","618.49","618.49","614.47","0.60K","-0.11%"
"03/06/2013","618.49","618.80","619.20","618.49","5.54K","-0.05%"
"03/05/2013","618.80","618.80","618.80","618.80","1.37K","0.00%"
"03/04/2013","618.80","620.81","620.81","618.80","7.84K","-0.32%"
"03/01/2013","620.81","621.34","621.48","620.81","18.47K","-0.09%"
"02/28/2013","621.34","618.92","621.34","618.92","46.14K","0.39%"
"02/27/2013","618.92","615.84","618.92","615.84","11.87K","0.50%"
"02/26/2013","615.84","620.07","623.04","615.84","34.10K","-1.11%"
"02/25/2013","622.73","618.85","622.73","618.74","2.37K","0.63%"
"02/22/2013","618.85","617.58","618.85","617.40","4.52K","0.21%"
"02/21/2013","617.58","617.51","617.58","617.51","17.23K","0.01%"
"02/20/2013","617.51","611.19","617.58","607.16","5.93K","1.03%"
"02/19/2013","611.19","603.05","612.28","602.69","6.55K","1.35%"
"02/18/2013","603.05","594.93","608.69","594.93","16.97K","0.91%"
"02/15/2013","597.59","589.20","597.59","575.79","5.65K","1.42%"
"02/14/2013","589.20","582.23","589.27","582.23","15.13K","1.20%"
"02/13/2013","582.23","566.93","582.23","558.32","32.33K","2.70%"
"02/08/2013","566.93","565.73","566.93","564.44","26.49K","0.21%"
"02/07/2013","565.73","565.39","565.73","564.20","8.65K","0.06%"
"02/06/2013","565.39","541.76","565.70","541.76","7.53K","4.36%"
"02/05/2013","541.76","494.13","542.06","494.13","7.54K","9.64%"
"02/04/2013","494.13","494.13","494.13","494.13","","0.00%"
"02/01/2013","494.13","494.77","537.50","494.13","3.01K","-0.13%"
"01/31/2013","494.77","494.79","497.47","494.43","7.43K","0.00%"
"01/30/2013","494.79","493.59","494.94","493.59","52.54K","0.24%"
"01/29/2013","493.59","492.03","493.59","491.96","57.21K","0.32%"
"01/28/2013","492.03","490.56","492.18","490.56","60.27K","0.30%"
"01/25/2013","490.56","489.01","490.56","487.68","7.48K","0.32%"
"01/24/2013","489.01","477.87","489.01","477.87","42.37K","2.33%"
"01/23/2013","477.87","482.88","482.88","477.45","33.03K","-1.04%"
"01/22/2013","482.88","484.33","488.56","481.68","12.17K","-0.30%"
"01/21/2013","484.33","485.66","485.66","484.33","15.96K","-0.27%"
"01/18/2013","485.66","484.35","485.82","482.70","19.92K","0.27%"
"01/17/2013","484.35","477.05","484.35","469.61","17.65K","1.53%"
"01/16/2013","477.05","477.79","477.79","477.04","6.07K","-0.15%"
"01/15/2013","477.79","473.70","477.79","473.70","13.24K","0.86%"
"01/14/2013","473.70","473.89","481.09","473.70","3.49K","-0.04%"
"01/11/2013","473.89","474.00","474.00","473.89","3.61K","-0.02%"
"01/10/2013","474.00","474.00","474.00","473.89","2.33K","0.00%"
"01/09/2013","474.00","473.27","474.00","473.27","0.78K","0.15%"
"01/08/2013","473.27","473.63","473.63","473.27","9.98K","-0.08%"
"01/07/2013","473.63","471.44","474.06","471.40","2.55K","0.46%"
"01/04/2013","471.44","471.44","471.46","471.44","0.01K","0.00%"
"01/03/2013","471.44","471.44","471.44","471.44","","0.00%"
"01/02/2013","471.44","471.44","473.05","471.44","1.11K","0.00%"
"12/28/2012","471.44","467.73","471.45","467.43","9.86K","0.79%"
"12/27/2012","467.73","465.40","467.73","465.34","70.12K","0.50%"
"12/26/2012","465.40","465.40","465.40","465.40","","0.00%"
"12/21/2012","465.40","465.34","465.40","465.34","34.80K","0.01%"
"12/20/2012","465.34","465.31","465.34","465.31","8.79K","0.01%"
"12/19/2012","465.31","465.31","465.34","465.31","26.36K","0.00%"
"12/18/2012","465.31","476.42","476.42","446.54","12.83K","-2.33%"
"12/17/2012","476.42","474.23","478.01","474.00","114.68K","0.46%"
"12/14/2012","474.23","473.17","474.76","473.17","1.49K","0.22%"
"12/13/2012","473.17","466.46","473.17","466.46","2.34K","1.44%"
"12/12/2012","466.46","436.95","466.46","436.31","26.98K","6.75%"
"12/11/2012","436.95","419.93","439.63","419.45","26.02K","4.05%"
"12/10/2012","419.93","424.77","424.77","419.93","0.28K","-1.14%"
"12/07/2012","424.77","409.94","424.77","409.94","30.21K","3.62%"
"12/06/2012","409.94","409.83","409.94","409.83","5.00K","0.03%"
"12/05/2012","409.83","409.85","409.85","409.83","2.00K","0.00%"
"12/04/2012","409.85","407.73","409.85","407.73","6.11K","0.52%"
"12/03/2012","407.73","407.59","409.85","406.25","2.58K","0.03%"
"11/30/2012","407.59","408.27","409.07","407.59","2.56K","-0.17%"
"11/29/2012","408.27","403.98","411.87","403.98","9.71K","1.06%"
"11/28/2012","403.98","396.69","403.98","395.88","20.86K","1.84%"
"11/27/2012","396.69","393.37","396.69","392.69","115.22K","0.84%"
"11/26/2012","393.37","384.91","393.37","384.91","55.63K","2.20%"
"11/23/2012","384.91","386.23","386.23","384.91","8.09K","-0.34%"
"11/22/2012","386.23","383.88","386.23","383.86","13.85K","0.61%"
"11/21/2012","383.88","383.88","383.88","383.88","2.96K","0.00%"
"11/20/2012","383.88","383.95","383.95","383.88","4.52K","-0.02%"
"11/19/2012","383.95","383.42","384.14","383.42","3.24K","0.14%"
"11/16/2012","383.42","377.70","384.20","377.70","33.52K","1.51%"
"11/15/2012","377.70","372.84","377.78","372.84","36.55K","1.30%"
"11/14/2012","372.84","371.92","372.84","369.95","14.89K","0.25%"
"11/13/2012","371.92","368.01","376.76","368.01","13.50K","1.06%"
"11/12/2012","368.01","368.31","370.06","367.25","12.56K","-0.08%"
"11/09/2012","368.31","363.58","368.33","363.58","15.31K","1.30%"
"11/08/2012","363.58","363.56","363.64","363.56","0.33K","0.01%"
"11/07/2012","363.56","355.63","363.56","355.63","69.57K","2.23%"
"11/06/2012","355.63","359.43","359.43","355.42","16.69K","-1.06%"
"11/02/2012","359.43","359.40","360.75","359.40","6.27K","0.01%"
"11/01/2012","359.40","360.11","360.33","359.40","41.68K","-0.20%"
"10/31/2012","360.11","359.83","360.11","359.60","5.44K","0.08%"
"10/30/2012","359.83","359.82","360.42","359.82","20.28K","0.00%"
"10/29/2012","359.82","359.89","359.89","359.82","0.69K","-0.02%"
"10/26/2012","359.89","360.03","360.23","359.85","96.60K","-0.04%"
"10/25/2012","360.03","366.60","366.91","346.54","5.24K","-1.79%"
"10/24/2012","366.60","373.41","373.41","363.75","5.18K","-1.82%"
"10/23/2012","373.41","374.69","375.34","373.41","0.44K","-0.34%"
"10/22/2012","374.69","374.69","375.90","374.69","0.02K","0.00%"
"10/19/2012","374.69","374.69","375.90","374.69","1.38K","0.00%"
"10/18/2012","374.69","374.66","374.69","374.66","7.04K","0.01%"
"10/17/2012","374.66","369.51","374.66","369.51","4.00K","1.39%"
"10/16/2012","369.51","363.07","374.73","363.07","0.13K","1.77%"
"10/15/2012","363.07","361.28","375.94","361.28","0.21K","0.50%"
"10/11/2012","361.28","351.00","361.28","351.00","67.85K","2.93%"
"10/10/2012","351.00","339.12","351.00","321.62","20.11K","3.50%"
"10/09/2012","339.12","352.66","352.66","339.12","1.00K","-3.84%"
"10/08/2012","352.66","403.52","403.52","352.66","54.87K","-12.60%"
"10/05/2012","403.52","373.70","403.52","373.70","111.88K","7.98%"
"10/04/2012","373.70","365.67","373.70","365.67","10.63K","2.20%"
"10/03/2012","365.67","341.00","365.67","341.00","28.01K","7.23%"
"10/02/2012","341.00","316.78","341.20","316.78","13.55K","7.65%"
"10/01/2012","316.78","308.08","337.38","308.08","2.34K","2.82%"
"09/28/2012","308.08","306.14","308.08","306.14","22.75K","0.63%"
"09/27/2012","306.14","305.73","306.14","305.73","16.18K","0.57%"
"09/26/2012","304.39","304.39","304.39","304.39","","0.00%"
"09/25/2012","304.39","304.32","304.39","303.81","2.09K","0.02%"
"09/24/2012","304.32","305.50","322.19","299.71","3.25K","-0.39%"
"09/21/2012","305.50","303.28","305.50","303.28","48.30K","0.73%"
"09/20/2012","303.28","301.35","303.28","301.35","6.99K","0.64%"
"09/19/2012","301.35","299.05","301.35","299.05","32.87K","0.77%"
"09/18/2012","299.05","295.73","299.05","295.73","7.85K","1.12%"
"09/17/2012","295.73","295.80","295.80","295.73","3.96K","-0.02%"
"09/14/2012","295.80","297.07","298.09","295.80","0.11K","-0.43%"
"09/13/2012","297.07","297.07","297.23","297.07","0.11K","0.00%"
"09/12/2012","297.07","297.47","297.47","297.07","1.06K","-0.13%"
"09/11/2012","297.47","294.18","297.54","294.18","22.46K","1.12%"
"09/10/2012","294.18","289.91","294.18","288.89","16.78K","1.47%"
"09/07/2012","289.91","288.04","289.91","288.04","8.17K","0.65%"
"09/06/2012","288.04","288.04","288.04","288.04","2.53K","0.00%"
"09/05/2012","288.04","288.04","288.04","288.04","1.08K","0.00%"
"09/04/2012","288.04","288.04","288.11","288.04","0.01K","0.00%"
"09/03/2012","288.04","288.00","288.04","288.00","17.58K","0.01%"
"08/31/2012","288.00","287.99","288.00","287.99","5.80K","0.00%"
"08/30/2012","287.99","293.69","294.39","287.99","2.48K","-1.94%"
"08/29/2012","293.69","302.56","302.56","292.16","1.99K","-2.93%"
"08/28/2012","302.56","291.94","304.43","291.94","1.07K","3.64%"
"08/27/2012","291.94","295.80","295.80","291.30","8.34K","-1.30%"
"08/24/2012","295.80","292.36","295.80","292.36","11.61K","1.18%"
"08/23/2012","292.36","292.10","295.17","292.10","0.16K","0.09%"
"08/22/2012","292.10","291.76","292.10","291.76","11.70K","0.12%"
"08/21/2012","291.76","290.82","291.76","290.82","11.34K","0.32%"
"08/20/2012","290.82","277.48","291.76","277.48","10.73K","4.81%"
"08/17/2012","277.48","278.70","278.70","277.48","0.15K","-0.44%"
"08/16/2012","278.70","257.58","278.70","257.58","0.80K","8.20%"
"08/15/2012","257.58","257.58","277.48","257.58","0.01K","0.00%"
"08/14/2012","257.58","256.36","257.58","255.80","2.84K","0.48%"
"08/10/2012","256.36","248.28","256.36","248.28","7.66K","3.25%"
"08/09/2012","248.28","248.28","248.28","248.28","","0.00%"
"08/08/2012","248.28","248.06","248.79","248.06","0.51K","0.09%"
"08/07/2012","248.06","248.36","248.40","248.06","2.25K","-0.12%"
"08/06/2012","248.36","247.07","248.36","247.07","1.68K","0.52%"
"08/03/2012","247.07","247.07","248.87","247.07","4.93K","0.00%"
"08/02/2012","247.07","247.25","247.25","247.07","4.94K","-0.07%"
"08/01/2012","247.25","247.05","247.26","247.05","9.57K","0.08%"
"07/31/2012","247.05","245.77","247.05","245.77","8.26K","0.52%"
"07/30/2012","245.77","245.03","245.77","245.03","1.19K","0.30%"
"07/27/2012","245.03","244.44","246.31","244.44","4.89K","0.24%"
"07/26/2012","244.44","244.39","244.44","243.11","14.04K","0.02%"
"07/25/2012","244.39","246.72","247.43","244.39","16.72K","-0.94%"
"07/23/2012","246.72","246.46","246.93","245.17","79.51K","0.11%"
"07/20/2012","246.46","245.60","246.46","243.52","24.38K","0.35%"
"07/19/2012","245.60","245.60","245.60","241.76","12.03K","0.00%"
"07/18/2012","245.60","247.61","248.89","245.60","4.66K","-0.81%"
"07/17/2012","247.61","249.23","250.51","247.60","10.88K","-0.65%"
"07/16/2012","249.23","249.23","249.23","249.23","","0.00%"
"07/13/2012","249.23","248.71","249.23","248.71","0.69K","0.21%"
"07/12/2012","248.71","248.91","248.98","248.71","0.82K","-0.08%"
"07/11/2012","248.91","250.06","250.20","248.77","0.98K","-0.46%"
"07/10/2012","250.06","250.06","250.06","250.06","162.82K","0.00%"
"07/09/2012","250.06","248.43","250.06","248.43","255.33K","0.66%"
"07/06/2012","248.43","248.43","248.43","248.43","1.90K","0.00%"
"07/04/2012","248.43","246.90","248.90","246.90","3.63K","0.62%"
"07/03/2012","246.90","251.84","251.84","246.72","22.00K","-1.96%"
"06/29/2012","251.84","250.72","252.01","249.45","2.86K","0.45%"
"06/28/2012","250.72","251.99","252.01","250.38","9.19K","-0.50%"
"06/27/2012","251.99","251.80","252.45","250.86","2.66K","0.08%"
"06/26/2012","251.80","252.85","256.92","251.80","24.48K","-0.42%"
"06/25/2012","252.85","251.62","252.85","251.62","0.84K","0.49%"
"06/22/2012","251.62","251.48","251.62","251.48","24.78K","0.06%"
"06/21/2012","251.48","252.82","252.82","251.48","42.07K","-0.53%"
"06/20/2012","252.82","246.91","252.82","246.91","36.68K","2.39%"
